,neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links.self.href,_links.measurements.href,_links.persistence_vector.href
0,85207,AA0088,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['hypothalamus', 'Paraventricular hypothalamic nucleus']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.2056,580060.0,208685.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0088.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85207,http://neuromorpho.org/api/morphometry/id/85207,http://neuromorpho.org/api/pvec/id/85207
1,260072,AA1067,MouseLight,,Month,Female,adult,"['hypothalamus', 'Posterior hypothalamic nucleus', 'medial mammillary nucleus']","['principal cell', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2020-04-20,Not reported,,,,,,,,12.3771,53320.5,15712.8,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260072,http://neuromorpho.org/api/morphometry/id/260072,http://neuromorpho.org/api/pvec/id/260072
2,121606,AA0846,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4083,32089.4,2005.59,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0846.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121606,http://neuromorpho.org/api/morphometry/id/121606,http://neuromorpho.org/api/pvec/id/121606
3,85032,AA0198,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['hippocampus', 'dentate gyrus']","['principal cell', 'granule', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.3279,29208.6,11662.9,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0198.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85032,http://neuromorpho.org/api/morphometry/id/85032,http://neuromorpho.org/api/pvec/id/85032
4,121561,AA0779,MouseLight,,Month,Female,adult,"['hypothalamus', 'lateral hypothalamic area']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3464,69434.9,4339.68,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0779.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121561,http://neuromorpho.org/api/morphometry/id/121561,http://neuromorpho.org/api/pvec/id/121561
5,260073,AA1081,MouseLight,,Month,Female,adult,['thalamus'],"['principal cell', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2020-04-20,Not reported,,,,,,,,12.2601,126954.0,63476.8,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260073,http://neuromorpho.org/api/morphometry/id/260073,http://neuromorpho.org/api/pvec/id/260073
6,85096,AA0040,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6', 'superficial']",['interneuron'],mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.033,79865.5,20532.6,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0040.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85096,http://neuromorpho.org/api/morphometry/id/85096,http://neuromorpho.org/api/pvec/id/85096
7,122002,AA0552,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3624,24265.8,1516.61,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0552.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122002,http://neuromorpho.org/api/morphometry/id/122002,http://neuromorpho.org/api/pvec/id/122002
8,85082,AA0108,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.2083,332785.0,83610.3,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0108.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85082,http://neuromorpho.org/api/morphometry/id/85082,http://neuromorpho.org/api/pvec/id/85082
9,84997,AA0070,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['thalamus', 'Anterior group of the dorsal thalamus']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.3268,274570.0,84274.1,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0070.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/84997,http://neuromorpho.org/api/morphometry/id/84997,http://neuromorpho.org/api/pvec/id/84997
10,122202,AA0314,MouseLight,,Month,Female,adult,"['thalamus', 'somatosensory thalamus', 'ventral posteromedial nucleus']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3752,85036.1,5314.76,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0314.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122202,http://neuromorpho.org/api/morphometry/id/122202,http://neuromorpho.org/api/pvec/id/122202
11,121971,AA0547,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3451,27002.6,1687.66,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0547.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121971,http://neuromorpho.org/api/morphometry/id/121971,http://neuromorpho.org/api/pvec/id/121971
12,85259,AA0275,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'occipital', 'lateral visual', 'layer 6', 'superficial']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.0999,338064.0,169032.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0275.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85259,http://neuromorpho.org/api/morphometry/id/85259,http://neuromorpho.org/api/pvec/id/85259
13,121726,AA0449,MouseLight,,Month,Female,adult,['hypothalamus'],"['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3806,91192.6,5699.54,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0449.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121726,http://neuromorpho.org/api/morphometry/id/121726,http://neuromorpho.org/api/pvec/id/121726
14,121879,AA0672,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 2-3']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"No Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.2409,53413.0,3338.31,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0672.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121879,http://neuromorpho.org/api/morphometry/id/121879,http://neuromorpho.org/api/pvec/id/121879
15,85014,AA0145,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['hippocampus', 'dentate gyrus']","['principal cell', 'granule', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.3608,25341.2,6350.21,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0145.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85014,http://neuromorpho.org/api/morphometry/id/85014,http://neuromorpho.org/api/pvec/id/85014
16,260093,AA1540,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2022-03-05,Not reported,,,,,,,,12.3851,348673.0,174337.0,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260093,http://neuromorpho.org/api/morphometry/id/260093,http://neuromorpho.org/api/pvec/id/260093
17,121552,AA0606,MouseLight,,Month,Female,adult,"['hypothalamus', 'lateral hypothalamic area']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3707,164795.0,10299.7,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0606.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121552,http://neuromorpho.org/api/morphometry/id/121552,http://neuromorpho.org/api/pvec/id/121552
18,121564,AA0428,MouseLight,,Month,Female,adult,"['hypothalamus', 'lateral hypothalamic area']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4521,47378.8,2961.18,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0428.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121564,http://neuromorpho.org/api/morphometry/id/121564,http://neuromorpho.org/api/pvec/id/121564
19,85105,AA0140,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6', 'superficial']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.2497,582728.0,230337.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0140.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85105,http://neuromorpho.org/api/morphometry/id/85105,http://neuromorpho.org/api/pvec/id/85105
20,122153,AA0970,MouseLight,,Month,Female,adult,"['cerebellum', 'vermis', 'simple lobule']","['principal cell', 'Purkinje', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3516,5331.04,333.19,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0970.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122153,http://neuromorpho.org/api/morphometry/id/122153,http://neuromorpho.org/api/pvec/id/122153
21,121527,AA0956,MouseLight,,Month,Female,adult,"['neocortex', 'somatosensory', 'primary somatosensory', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3771,131475.0,8217.19,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0956.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121527,http://neuromorpho.org/api/morphometry/id/121527,http://neuromorpho.org/api/pvec/id/121527
22,121928,AA0727,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 6a']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4295,46971.3,2935.7,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0727.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121928,http://neuromorpho.org/api/morphometry/id/121928,http://neuromorpho.org/api/pvec/id/121928
23,260108,AA1537,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2022-03-05,Not reported,,,,,,,,12.4407,339230.0,169615.0,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260108,http://neuromorpho.org/api/morphometry/id/260108,http://neuromorpho.org/api/pvec/id/260108
24,122090,AA0785,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6a']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3054,46902.4,2931.4,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0785.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122090,http://neuromorpho.org/api/morphometry/id/122090,http://neuromorpho.org/api/pvec/id/122090
25,85010,AA0074,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['thalamus', 'Central medial nucleus of the thalamus']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.2262,424332.0,107771.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0074.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85010,http://neuromorpho.org/api/morphometry/id/85010,http://neuromorpho.org/api/pvec/id/85010
26,121718,AA0924,MouseLight,,Month,Female,adult,"['olfactory cortex', 'piriform']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4026,48164.1,3010.25,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0924.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121718,http://neuromorpho.org/api/morphometry/id/121718,http://neuromorpho.org/api/pvec/id/121718
27,121762,AA0690,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4058,41328.7,2583.04,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0690.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121762,http://neuromorpho.org/api/morphometry/id/121762,http://neuromorpho.org/api/pvec/id/121762
28,121542,AA0841,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4236,86587.0,5411.69,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0841.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121542,http://neuromorpho.org/api/morphometry/id/121542,http://neuromorpho.org/api/pvec/id/121542
29,122015,AA0709,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4407,30090.7,1880.67,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0709.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122015,http://neuromorpho.org/api/morphometry/id/122015,http://neuromorpho.org/api/pvec/id/122015
30,122176,AA0778,MouseLight,,Month,Female,adult,"['neocortex', 'cingulate']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3496,42631.4,2664.46,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0778.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122176,http://neuromorpho.org/api/morphometry/id/122176,http://neuromorpho.org/api/pvec/id/122176
31,121955,AA0959,MouseLight,,Month,Female,adult,"['hippocampus', 'CA1']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4304,72650.1,4540.63,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0959.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121955,http://neuromorpho.org/api/morphometry/id/121955,http://neuromorpho.org/api/pvec/id/121955
32,121766,AA0686,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3924,42448.7,2653.04,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0686.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121766,http://neuromorpho.org/api/morphometry/id/121766,http://neuromorpho.org/api/pvec/id/121766
33,121566,AA0609,MouseLight,,Month,Female,adult,"['hypothalamus', 'lateral hypothalamic area']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3926,58083.9,3630.24,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0609.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121566,http://neuromorpho.org/api/morphometry/id/121566,http://neuromorpho.org/api/pvec/id/121566
34,121538,AA0324,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3924,81815.9,5113.49,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0324.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121538,http://neuromorpho.org/api/morphometry/id/121538,http://neuromorpho.org/api/pvec/id/121538
35,121867,AA0828,MouseLight,,Month,Female,adult,['subiculum'],"['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3214,52763.4,3297.71,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0828.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121867,http://neuromorpho.org/api/morphometry/id/121867,http://neuromorpho.org/api/pvec/id/121867
